spatial_cell,violations,mean_poi,max_poi,heavy_vehicle_ratio,high_severity_ratio,weekend_ratio,morning_peak_ratio,evening_peak_ratio,night_ratio,days_active,junction_ratio,mean_station_burden,mean_cell_volume,dominant_station,dominant_junction,dominant_violation,dominant_vehicle,organic_cluster_id,lat,lon,poi_density_score,peak_intensity,recent_7d_poi,previous_7d_poi,trend_ratio,trend_label,neighbor_mean_poi,neighbor_max_poi,propagation_score,trend_score,repeat_rate,repeat_rate_rank,enforcement_failure_index,cis_raw,cis,cis_band,lifecycle_state,spillover_index,archetype_id,archetype_name
cell_13.007_77.57,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.5,1.0,Malleshwaram,No Junction,WRONG PARKING,SCOOTER,-1,13.0072469,77.5697014,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7476196962446392,0.7537718023763802,18.436540429887412,1.0,1.0,17.368219037871032,38.756653019447285,30.626279426816794,30.626279426816794,Medium,Stable,18.436540429887412,1,Night Spillovers
cell_13.007_77.571,687,3.173872579343447,4.13318681033498,0.005822416302765648,0.0,0.43522561863173215,0.039301310043668124,0.042212518195050945,0.8631732168850073,102,0.0,1.5,687.0,Malleshwaram,No Junction,WRONG PARKING,CAR,-1,13.007140915429401,77.57116645050947,20.737413231936923,0.8631732168850073,27.41281251134072,11.420198894317888,2.4003793948457894,Chronic,3.1453784345294027,3.211182933477342,98.68219037871033,2.4003793948457894,6.735294117647059,95.76509723643808,97.69332139201639,95.37583162743091,95.37583162743091,Critical,Emerging,98.68219037871033,3,Weekend Event Zones
cell_13.007_77.572,1,1.1786549963416462,1.1786549963416462,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.5,1.0,Malleshwaram,No Junction,WRONG PARKING,PASSENGER AUTO,-1,13.0069602,77.5715089,0.8169813875671047,1.0,1.1786549963416462,,,Stable,1.1836572082085697,1.2045076606517762,61.809109518935514,1.0,1.0,17.368219037871032,57.88920163766632,60.18935516888434,60.18935516888434,High,Stable,61.809109518935514,2,Commercial Arteries
cell_13.007_77.578,11,0.9440244282748481,1.1786549963416462,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.7272727272727273,5,0.0,0.75,11.0,Sadashivanagar,No Junction,NO PARKING,CAR,-1,13.007347663636363,77.57830479090909,2.345812579382485,0.7272727272727273,2.076853742204666,,,Stable,0.9471590487810909,0.992644343679363,42.09314227226202,1.0,2.2,67.70087001023542,47.60593654042989,44.863421187308084,44.863421187308084,Medium,Stable,42.09314227226202,1,Night Spillovers
cell_13.007_77.579,99,0.8029082172734698,1.4759065198095778,0.0,0.12121212121212122,0.13131313131313133,0.050505050505050504,0.13131313131313133,0.5959595959595959,26,0.0,0.75,99.0,Sadashivanagar,No Junction,NO PARKING,SCOOTER,672,13.006935497979798,77.5788700050505,3.6975289842726324,0.5959595959595959,2.6451270294806695,1.8590482768634966,1.4228385779764847,Emerging,0.8039651899742223,0.8450244101033428,29.91299897645855,1.4228385779764847,3.8076923076923075,86.36770726714433,52.86079836233368,41.81198822927328,41.81198822927328,Medium,Stable,29.91299897645855,1,Night Spillovers
cell_13.007_77.58,1,0.5596157879354227,0.5596157879354227,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Sadashivanagar,No Junction,NO PARKING,CAR,-1,13.0066232,77.5802165,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.5596157879354228,0.5596157879354227,5.079324462640737,1.0,1.0,17.368219037871032,21.73400716479017,11.40992835209826,11.40992835209826,Low,Stable,5.079324462640737,1,Night Spillovers
cell_13.007_77.583,1,0.5596157879354227,0.5596157879354227,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Sadashivanagar,No Junction,NO PARKING,CAR,-1,13.006835,77.583221,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.5636102807456473,0.608154791545662,6.09007164790174,1.0,1.0,17.368219037871032,21.914790174002047,11.774564994882292,11.774564994882292,Low,Stable,6.09007164790174,1,Night Spillovers
cell_13.007_77.584,5,0.9788297135052556,1.1786549963416462,0.0,0.4,0.4,0.0,0.4,0.6,3,0.0,0.75,5.0,Sadashivanagar,No Junction,NO PARKING,CAR,-1,13.00666678,77.58387832,1.753827407934826,0.6,1.6313828558420926,,,Stable,0.9770522629643091,1.0065595069279123,44.5496417604913,1.0,1.6666666666666667,51.66965199590583,45.85516888433982,43.74008444216991,43.74008444216991,Medium,Stable,44.5496417604913,1,Night Spillovers
cell_13.007_77.592,19,0.8253259377112997,1.1786549963416462,0.0,0.0,0.2631578947368421,0.05263157894736842,0.0,0.6842105263157895,10,0.0,0.75,19.0,R.T. Nagar,No Junction,NO PARKING,PASSENGER AUTO,532,13.00721687368421,77.59242502631578,2.472455547802951,0.6842105263157895,1.66240151955985,1.3481273931985818,1.2331180976135523,Growing,0.8306249791547626,0.8622281400128944,31.640225179119753,1.2331180976135523,1.9,56.29477993858751,47.90800921187308,38.0050537359263,38.0050537359263,Medium,Stable,31.640225179119753,1,Night Spillovers
cell_13.007_77.593,13,0.7864025371621332,1.261651915912614,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.7692307692307693,8,0.0,0.75,13.0,R.T. Nagar,No Junction,NO PARKING,CAR,532,13.0068424,77.59278703846154,2.0753613797257633,0.7692307692307693,1.1389956676773336,2.250263309366395,0.5061608376120224,Declining,0.7911137557427861,0.8253259377112997,28.646366427840324,0.5061608376120224,1.625,50.51816786079836,30.081627430910952,30.284992323439102,30.284992323439102,Medium,Declining,28.646366427840324,1,Night Spillovers
cell_13.007_77.594,5,0.8622281400128944,1.1786549963416462,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.75,5.0,R.T. Nagar,No Junction,WRONG PARKING,SCOOTER,532,13.007283939999999,77.59379606,1.5449054345029967,1.0,2.155570350032236,,,Stable,0.8387217596915761,0.8543104838094234,33.75127942681679,1.0,2.5,72.40276356192426,44.6093909928352,39.837832650972366,39.837832650972366,Medium,Stable,33.75127942681679,1,Night Spillovers
cell_13.007_77.612,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,K.G. Halli,No Junction,WRONG PARKING,PASSENGER AUTO,870,13.0068434,77.6124945,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7537718023763802,0.7537718023763803,21.212896622313202,1.0,1.0,17.368219037871032,28.908009211873082,22.04516376663255,22.04516376663255,Low,Stable,21.212896622313202,1,Night Spillovers
cell_13.007_77.613,8,0.47280618817981007,0.5596157879354227,0.0,0.0,0.25,0.625,0.125,0.125,5,0.0,0.75,8.0,K.G. Halli,No Junction,NO PARKING,SCOOTER,870,13.0074106125,77.6126913,1.0388613769853323,0.625,0.7564899010876962,,,Stable,0.49637172224829773,0.5596157879354227,2.610030706243603,1.0,1.6,49.84007164790174,26.16171954964176,14.043308597748211,14.043308597748211,Low,Stable,2.610030706243603,5,Mixed Risk Zone
cell_13.007_77.621,20,0.9020711714286686,1.261651915912614,0.0,0.0,0.5,0.0,0.0,1.0,4,0.0,0.75,20.0,Pulikeshinagar(F.Town),No Junction,NO PARKING,CAR,736,13.007078670000002,77.62145960000001,2.746375921838034,1.0,4.510355857143343,,,Stable,0.9194077769698478,0.9638545224956679,38.08853633572159,1.0,5.0,92.27865916069601,50.347492323439106,46.092310644831116,46.092310644831116,Medium,Stable,38.08853633572159,1,Night Spillovers
cell_13.007_77.622,53,0.9638545224956679,1.4759065198095778,0.0,0.0,0.4339622641509434,0.05660377358490566,0.0,0.9433962264150944,6,0.0,0.75,53.0,Pulikeshinagar(F.Town),No Junction,NO PARKING,CAR,736,13.007147950943395,77.62163756603775,3.844800313444046,0.9433962264150944,8.514048282045065,,,Stable,0.9467861482559112,0.9886113934537812,43.06550665301945,1.0,8.833333333333334,97.78659160696009,53.401356192425794,50.59205475946775,50.59205475946775,High,Stable,43.06550665301945,1,Night Spillovers
cell_13.007_77.635,4,0.5704229314865996,0.6118015411059929,0.0,0.0,0.0,0.25,0.0,0.75,1,0.0,0.75,4.0,Banaswadi,No Junction,WRONG PARKING,SCOOTER,-1,13.0065925,77.6353782,0.9180602920563327,0.75,2.2816917259463985,,,Stable,0.5775609013479346,0.635949455440044,8.124360286591607,1.0,4.0,87.80706243602866,35.59378198567042,24.12583162743091,24.12583162743091,Low,Stable,8.124360286591607,1,Night Spillovers
cell_13.007_77.641,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.75,1.0,Banaswadi,No Junction,WRONG PARKING,PASSENGER AUTO,-1,13.0074191,77.6406572,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7537718023763801,0.7537718023763802,20.611566018423748,1.0,1.0,17.368219037871032,28.814738996929375,21.845573183213922,21.845573183213922,Low,Stable,20.611566018423748,4,Freight Obstruction Corridors
cell_13.007_77.659,4,0.5596157879354227,0.5596157879354227,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,4.0,K.R. Pura,No Junction,NO PARKING,MOTOR CYCLE,-1,13.007154425,77.65900635,0.9006668654999508,1.0,2.2384631517416906,,,Stable,0.5613312991647189,0.6000294525023999,5.591095189355169,1.0,4.0,87.80706243602866,34.48784544524053,22.55437563971341,22.55437563971341,Low,Stable,5.591095189355169,1,Night Spillovers
cell_13.007_77.663,3,0.9103315297613142,0.9886113934537812,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.75,3.0,Banaswadi,No Junction,WRONG PARKING,CAR,-1,13.007422733333334,77.66259003333333,1.2619874664577537,1.0,2.7309945892839425,,,Stable,0.9044876825784253,0.9508218419615306,38.1525076765609,1.0,3.0,79.40762538382803,47.893551688843395,44.067297850562944,44.067297850562944,Medium,Stable,38.1525076765609,1,Night Spillovers
cell_13.007_77.687,28,0.8553522800958134,1.4759065198095778,0.07142857142857142,0.03571428571428571,0.21428571428571427,0.07142857142857142,0.8214285714285714,0.10714285714285714,16,0.0,0.75,28.0,K.R. Pura,No Junction,WRONG PARKING,SCOOTER,179,13.006632689285714,77.68717298928571,2.8802241659360552,0.8214285714285714,1.6681709922621633,1.3912388190433778,1.199053512865384,Growing,0.8953809538582024,0.9083243066275275,34.91555783009212,1.199053512865384,1.75,53.569600818833166,48.929503582395085,39.770023029682704,39.770023029682704,Medium,Stable,34.91555783009212,4,Freight Obstruction Corridors
cell_13.007_77.688,59,0.9083243066275275,1.7047480922384253,0.0847457627118644,0.0,0.288135593220339,0.03389830508474576,0.6949152542372882,0.2542372881355932,21,0.0,0.75,59.0,K.R. Pura,No Junction,WRONG PARKING,SCOOTER,179,13.006839620338981,77.68788556440678,3.718992685574577,0.6949152542372882,3.1873648874017784,2.33876796934968,1.362838710951454,Emerging,0.9016647219069329,0.9700576939482282,37.94779938587513,1.362838710951454,2.8095238095238093,76.40736949846469,54.654426816786085,46.28230552712386,46.28230552712386,Medium,Stable,37.94779938587513,4,Freight Obstruction Corridors
cell_13.007_77.689,11,0.9048127550218358,1.4759065198095778,0.0,0.0,0.36363636363636365,0.0,0.45454545454545453,0.5454545454545454,6,0.0,0.75,11.0,K.R. Pura,No Junction,WRONG PARKING,CAR,179,13.00734000909091,77.68891035454546,2.2483752317667607,0.5454545454545454,1.658823384206699,,,Stable,0.8971063029575452,0.9103315297613142,37.52558853633572,1.0,1.8333333333333333,55.32881269191402,43.27277379733879,39.750191914022516,39.750191914022516,Medium,Stable,37.52558853633572,1,Night Spillovers
cell_13.007_77.692,2,0.6118015411059929,0.6118015411059929,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,2.0,K.R. Pura,No Junction,WRONG PARKING,CAR,-1,13.0072329,77.6924656,0.6721326912851315,1.0,1.2236030822119859,,,Stable,0.6339640636448927,0.6785074359150002,9.92835209825998,1.0,2.0,61.425281473899695,31.63293244626407,21.529874616171956,21.529874616171956,Low,Stable,9.92835209825998,1,Night Spillovers
cell_13.007_77.693,15,1.275977386259902,1.7047480922384253,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,15.0,K.R. Pura,No Junction,WRONG PARKING,CAR,-1,13.007368386666666,77.69279398666666,3.5377605109771975,1.0,19.13966079389853,,,Stable,1.2758426734924428,1.3225681581700641,66.09518935516888,1.0,15.0,99.36668372569089,64.3684749232344,67.43890736949847,67.43890736949847,High,Stable,66.09518935516888,0,Junction Choke Points
cell_13.007_77.695,3,0.9103315297613142,0.9886113934537812,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,2,0.0,0.75,3.0,K.R. Pura,No Junction,WRONG PARKING,PASSENGER AUTO,-1,13.007427033333334,77.69539083333333,1.2619874664577537,1.0,1.3654972946419712,,,Stable,0.9176860941532551,0.9819408199812201,38.638689866939615,1.0,1.5,46.404810644831116,42.247824974411465,38.95023029682703,38.95023029682703,Medium,Stable,38.638689866939615,4,Freight Obstruction Corridors
cell_13.007_77.696,1,0.9162907318741551,0.9162907318741551,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.75,1.0,K.R. Pura,No Junction,PARKING IN A MAIN ROAD,SCOOTER,-1,13.0072754,77.6956353,0.6351243373717794,1.0,0.9162907318741551,,,Stable,0.9140380635436671,0.9819408199812201,39.12487205731832,1.0,1.0,17.368219037871032,37.255117707267146,34.73675793244627,34.73675793244627,Medium,Stable,39.12487205731832,4,Freight Obstruction Corridors
cell_13.007_77.698,27,1.2389587806238196,1.3862943611198906,0.0,0.8148148148148148,0.07407407407407407,0.0,0.037037037037037035,0.07407407407407407,4,0.0,0.75,27.0,K.R. Pura,No Junction,PARKING IN A MAIN ROAD,SCOOTER,200,13.007186911111111,77.69792921851851,4.1284640367158625,0.07407407407407407,8.362971769210782,,,Stable,1.2430415321418302,1.2900628026702894,64.89252814738997,1.0,6.75,95.81627430910952,63.11860286591609,65.95029426816787,65.95029426816787,High,Stable,64.89252814738997,0,Junction Choke Points
cell_13.007_77.699,2,1.2372176749603525,1.55814461804655,0.5,1.0,0.0,0.0,1.0,0.0,2,0.0,0.75,2.0,K.R. Pura,No Junction,PARKING IN A MAIN ROAD,PRIVATE BUS,-1,13.00672475,77.6987815,1.3592225414688304,1.0,1.2372176749603525,,,Stable,1.2439272725578694,1.2900628026702894,64.8157625383828,1.0,1.0,17.368219037871032,48.96801432958034,52.89118474923234,52.89118474923234,High,Stable,64.8157625383828,4,Freight Obstruction Corridors
cell_13.007_77.71,1,0.5596157879354227,0.5596157879354227,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.75,1.0,K.R. Pura,No Junction,NO PARKING,LGV,171,13.0067261,77.7096198,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.5582830363403715,0.5596157879354227,4.746673490276356,1.0,1.0,17.368219037871032,21.622313203684744,11.260235414534288,11.260235414534288,Low,Stable,4.746673490276356,5,Mixed Risk Zone
cell_13.007_77.714,2,0.7174492480411003,0.9886113934537812,0.0,0.0,0.0,0.0,0.5,0.5,1,0.0,0.75,2.0,K.R. Pura,No Junction,WRONG PARKING,PASSENGER AUTO,171,13.0068307,77.71421785,0.7881985603936477,0.5,1.4348984960822007,,,Stable,0.7624703012540356,0.805969645090334,15.54503582395087,1.0,2.0,61.425281473899695,35.93871545547594,25.398221596724667,25.398221596724667,Medium,Stable,15.54503582395087,1,Night Spillovers
cell_13.007_77.757,37,0.7692541254081467,1.261651915912614,0.02702702702702703,0.0,0.6756756756756757,0.10810810810810811,0.10810810810810811,0.7027027027027027,23,0.0,0.75,37.0,Mahadevapura,No Junction,NO PARKING,CAR,119,13.007108975675674,77.75725708108108,2.7982281598971,0.7027027027027027,0.8917373935287133,1.768079368910339,0.5043534271455588,Declining,0.7821317208657047,0.8256530706313122,27.776356192425794,0.5043534271455588,1.608695652173913,50.20470829068577,29.645214943705216,29.46040174002047,29.46040174002047,Medium,Declining,27.776356192425794,1,Night Spillovers
cell_13.007_77.758,5,0.808876435919149,0.9886113934537812,0.0,0.0,1.0,0.2,0.0,0.6,4,0.0,0.75,5.0,Mahadevapura,No Junction,WRONG PARKING,CAR,119,13.007165760000001,77.75756652,1.4493120134935753,0.6,1.0110955448989363,,,Stable,0.817707569266132,0.851347117512478,30.46315250767656,1.0,1.25,38.10772773797339,36.91274309109519,31.54074974411463,31.54074974411463,Medium,Stable,30.46315250767656,1,Night Spillovers
cell_13.008_77.484,8,0.9277778118905181,1.1786549963416462,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.75,8.0,Kamakshipalya,No Junction,WRONG PARKING,MOTOR CYCLE,96,13.00826445,77.4842352375,2.0385362105930662,0.0,3.7111112475620724,,,Stable,0.9396338080495363,0.9886113934537812,41.14636642784033,1.0,4.0,87.80706243602866,50.83431422722621,47.63849795291709,47.63849795291709,Medium,Stable,41.14636642784033,1,Night Spillovers
cell_13.008_77.485,9,0.8688279187702201,1.1786549963416462,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,3,0.0,0.75,9.0,Kamakshipalya,No Junction,WRONG PARKING,SCOOTER,96,13.008129655555557,77.48473582222222,2.0005502141373506,0.2222222222222222,2.6064837563106606,,,Stable,0.867350760007704,0.9277778118905181,34.889969293756394,1.0,3.0,79.40762538382803,46.3300921187308,41.32772517911975,41.32772517911975,Medium,Stable,34.889969293756394,1,Night Spillovers
cell_13.008_77.526,26,0.9477042871369454,1.1970962333597022,0.0,0.38461538461538464,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.5,12,0.0,0.7701633539391908,26.0,Rajajinagar,No Junction,NO PARKING,SCOOTER,199,13.008068150000001,77.52632770384615,3.123478727616297,0.5,2.15386134355445,1.912656412135887,1.1261093230225727,Growing,0.9603203856288524,0.9899713819403448,42.60491299897646,1.1261093230225727,2.1666666666666665,67.19549641760491,63.04375639713409,55.398861310133064,55.398861310133064,High,Growing,42.60491299897646,1,Night Spillovers
cell_13.008_77.527,87,1.3227157190301424,2.163510771183739,0.05747126436781609,0.7241379310344828,0.2988505747126437,0.09195402298850575,0.13793103448275862,0.6206896551724138,40,0.0,0.7701633539391907,87.0,Rajajinagar,No Junction,PARKING IN A MAIN ROAD,CAR,211,13.00791312413793,77.52683433448276,5.922243783902669,0.6206896551724138,1.3839143763360575,2.178575319448452,0.6352379597545711,Declining,1.334179853027301,1.4062571265140558,68.32139201637666,0.6352379597545711,2.175,67.2978505629478,59.808853633572156,68.308917604913,68.308917604913,High,Stable,68.32139201637666,0,Junction Choke Points
cell_13.008_77.528,2,1.1012238372866294,1.1970962333597022,0.0,0.5,0.5,0.0,0.0,0.0,2,0.0,0.7701633539391907,2.0,Rajajinagar,No Junction,PARKING IN A MAIN ROAD,CAR,-1,13.00809585,77.52782085,1.2098180402173422,0.0,1.1012238372866294,,,Stable,1.0958055856659539,1.1323898173636817,54.93858751279427,1.0,1.0,17.368219037871032,52.57382292732855,53.29676305015353,53.29676305015353,High,Stable,54.93858751279427,1,Night Spillovers
cell_13.008_77.531,1,0.32575911044171396,0.32575911044171396,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.7701633539391907,1.0,Rajajinagar,No Junction,NO PARKING,MOTOR CYCLE,-1,13.00766,77.5305733,0.22579900894438987,1.0,0.32575911044171396,,,Stable,0.4459523092843933,0.5165275025675161,0.8572159672466735,1.0,1.0,17.368219037871032,27.71507164790174,14.558917604913002,14.558917604913002,Low,Stable,0.8572159672466735,1,Night Spillovers
cell_13.008_77.542,3,0.5165275025675161,0.7679044205299169,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.7701633539391907,3.0,Rajajinagar,No Junction,NO PARKING,MOTOR CYCLE,1082,13.008454166666667,77.5424493,0.7160591641726874,1.0,0.7747912538512741,,,Stable,0.5806153504052721,0.6119116986304172,3.3776867963152504,1.0,1.5,46.404810644831116,34.87589559877175,21.59384595701126,21.59384595701126,Low,Stable,3.3776867963152504,1,Night Spillovers
cell_13.008_77.543,112,0.9848666325648566,1.9469487753142318,0.03571428571428571,0.026785714285714284,0.3392857142857143,0.07142857142857142,0.125,0.6875,39,0.0,0.7701633539391907,112.0,Rajajinagar,No Junction,NO PARKING,SCOOTER,1082,13.008388824107143,77.54292944107144,4.655846521843346,0.6875,0.9842305221403284,2.9293609995648433,0.3359880145528397,Declining,0.9907740003112356,1.005351441213557,45.84186284544524,0.3359880145528397,2.871794871794872,76.8935516888434,50.28812691914022,53.10101074718526,53.10101074718526,High,Stable,45.84186284544524,1,Night Spillovers
cell_13.008_77.544,3,1.4721840640812844,1.8243238858569681,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,2,0.6666666666666666,0.7701633539391907,3.0,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,WRONG PARKING,CAR,-1,13.008436533333333,77.54421523333333,2.040880466566448,0.6666666666666666,2.2082760961219265,,,Stable,1.48019764326328,1.4964338352068975,75.17911975435005,1.0,1.5,46.404810644831116,67.23771750255885,73.98829324462642,73.98829324462642,High,Stable,75.17911975435005,5,Mixed Risk Zone
cell_13.008_77.545,5,1.955957498124914,2.070838413854418,0.0,0.0,0.8,1.0,0.0,0.0,2,1.0,0.7701633539391907,5.0,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,WRONG PARKING,SCOOTER,-1,13.008253880000002,77.54516104,3.50460536867293,1.0,4.889893745312285,,,Stable,1.941160042442546,1.9692130373706687,91.5813715455476,1.0,2.5,72.40276356192426,79.31038894575231,89.11591606960081,89.11591606960081,Critical,Stable,91.5813715455476,5,Mixed Risk Zone
cell_13.008_77.546,7,1.9432449082171226,2.3264930316883903,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,3,1.0,0.7701633539391907,7.0,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,WRONG PARKING,CAR,-1,13.00813712857143,77.54606452857142,4.040864187804504,0.14285714285714285,4.534238119173286,,,Stable,1.942353992857415,1.955957498124914,91.44063459570113,1.0,2.3333333333333335,69.65199590583418,78.77098259979529,88.6495649948823,88.6495649948823,Critical,Stable,91.44063459570113,0,Junction Choke Points
cell_13.008_77.547,4,1.4215994347450986,1.4964338352068975,0.0,0.0,0.0,0.25,0.0,0.5,4,1.0,0.7701633539391907,4.0,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,WRONG PARKING,CAR,-1,13.00802485,77.5470047,2.2879760265736486,0.5,1.4215994347450986,,,Stable,1.4716002977362987,1.4964338352068975,72.8121801432958,1.0,1.0,17.368219037871032,61.04465199590583,68.83540174002046,68.83540174002046,High,Stable,72.8121801432958,0,Junction Choke Points
cell_13.008_77.548,366,2.376712287631746,3.191766293369794,0.0,0.0,0.226775956284153,0.00546448087431694,0.030054644808743168,0.9453551912568307,63,1.0,0.7701633539391907,366.0,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,WRONG PARKING,SCOOTER,1362,13.00811491338798,77.54839779754099,14.035346067183013,0.9453551912568307,13.297981694740548,8.427356734691912,1.5779538632848482,Chronic,2.3622066005495506,2.4033791191425875,96.39201637666326,1.5779538632848482,5.809523809523809,94.07625383828045,93.27763561924256,94.96545547594678,94.96545547594678,Critical,Emerging,96.39201637666326,0,Junction Choke Points
cell_13.008_77.549,347,2.6968184197294796,4.189125602189455,0.008645533141210375,0.05187319884726225,0.22478386167146974,0.02881844380403458,0.11527377521613832,0.8357348703170029,76,1.0,0.9468385074524701,347.0,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,WRONG PARKING,SCOOTER,1362,13.008120374351584,77.54861253198847,15.78232744344234,0.8357348703170029,16.386070168003833,21.537257780238946,0.7608243154434549,Declining,2.6850050253876745,2.8057853514665676,97.90174002047083,0.7608243154434549,4.565789473684211,90.66018423746162,78.55910951893551,94.52085465711362,94.52085465711362,Critical,Stable,97.90174002047083,3,Weekend Event Zones
cell_13.008_77.554,528,3.8951994067336457,4.603686821581155,0.0,0.0,0.4715909090909091,0.12878787878787878,0.29734848484848486,0.5075757575757576,95,1.0,1.5,528.0,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",WRONG PARKING,CAR,1719,13.00830637651515,77.55443578219698,24.426750419408002,0.5075757575757576,22.80733871694475,29.297897904341145,0.77846328814949,Declining,3.7759524717421673,3.9084341490158243,99.46264073694985,0.77846328814949,5.557894736842106,93.71801432958034,81.80795803480041,97.24091606960083,97.24091606960083,Critical,Stable,99.46264073694985,3,Weekend Event Zones
cell_13.008_77.555,750,4.3526157417163,5.346618308907582,0.010666666666666666,0.0013333333333333333,0.436,0.16,0.15466666666666667,0.6226666666666667,106,1.0,1.5,750.0,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",WRONG PARKING,CAR,-1,13.0082092284,77.55479019733333,28.82043447215785,0.6226666666666667,43.772659899040555,34.170411013887396,1.2810105971578762,Chronic,4.420778070906432,4.466858121055796,99.57778915046059,1.2810105971578762,7.0754716981132075,96.43039918116683,97.0167604912999,98.43270214943706,98.43270214943706,Critical,Emerging,99.57778915046059,3,Weekend Event Zones
cell_13.008_77.556,245,3.016384498856005,3.9219733362813143,0.00816326530612245,0.0,0.49387755102040815,0.036734693877551024,0.024489795918367346,0.8693877551020408,55,1.0,1.5,245.0,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",WRONG PARKING,CAR,1602,13.008058160408163,77.55592415551021,16.6061967060495,0.8693877551020408,7.3205281966138385,13.870922387869651,0.5277606971007972,Declining,3.015232992802787,3.1254898544914025,98.4646878198567,0.5277606971007972,4.454545454545454,90.14841351074719,79.81870522006142,96.06064483111567,96.06064483111567,Critical,Stable,98.4646878198567,2,Commercial Arteries
cell_13.008_77.557,138,1.81504531876823,3.0876275382582468,0.007246376811594203,0.0,0.6159420289855072,0.07971014492753623,0.043478260869565216,0.8188405797101449,31,0.36231884057971014,1.5,138.0,Malleshwaram,No Junction,WRONG PARKING,CAR,-1,13.007952267391303,77.55684446884058,8.956293812912717,0.8188405797101449,7.309925357612132,4.6110585268678586,1.585302752007091,Chronic,1.8083726703350187,1.8570974021800295,89.04810644831116,1.585302752007091,4.451612903225806,90.13561924257932,91.60606448311157,91.06960081883317,91.06960081883317,Critical,Emerging,89.04810644831116,2,Commercial Arteries
cell_13.008_77.56,1,1.1786549963416462,1.1786549963416462,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.5,1.0,Malleshwaram,No Junction,WRONG PARKING,SCOOTER,-1,13.0081694,77.5600349,0.8169813875671047,1.0,1.1786549963416462,,,Stable,1.1724966920650244,1.1786549963416462,59.91555783009211,1.0,1.0,17.368219037871032,57.43551688843398,59.62128966223133,59.62128966223133,High,Stable,59.91555783009211,2,Commercial Arteries
cell_13.008_77.563,5,1.773337042463791,2.0476928433652555,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.5,5.0,Malleshwaram,No Junction,WRONG PARKING,CAR,895,13.007645479999999,77.563163,3.177393437967371,1.0,8.866685212318956,,,Stable,1.7901328700879937,1.8231448459487511,87.48720573183213,1.0,5.0,92.27865916069601,83.4754350051177,88.09653275332651,88.09653275332651,Critical,Stable,87.48720573183213,2,Commercial Arteries
cell_13.008_77.564,8,1.28593398113729,1.7047480922384253,0.125,0.0,0.0,0.0,0.125,0.875,5,0.0,1.5,8.0,Malleshwaram,No Junction,NO PARKING,CAR,895,13.0077589625,77.56373070000001,2.825485748186664,0.875,2.057494369819664,,,Stable,1.2917937229963259,1.3273751838925953,66.63254861821903,1.0,1.6,49.84007164790174,66.21596724667349,69.11879477993858,69.11879477993858,High,Stable,66.63254861821903,2,Commercial Arteries
